cycle_index,city,timestamp,lat,lon,temp,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description,aqi,pm2_5,pm10,no2,o3,so2,co,hour,day_of_week,day_of_month,month,city_encoded
114,Rabat,2026-05-05 11:03:53.814120,34.0209,-6.8416,18.37,17.91,63.0,1017.0,2.06,20.0,40.0,Clouds,scattered clouds,2.0,3.88,7.96,2.15,97.26,4.45,112.77,11.0,1.0,5.0,5.0,4
114,Tanger,2026-05-05 11:04:03.644476,35.7595,-5.834,18.74,18.31,63.0,1016.0,3.09,240.0,40.0,Clouds,scattered clouds,3.0,2.02,5.43,1.58,101.98,1.8,116.06,11.0,1.0,5.0,5.0,5
115,Agadir,2026-05-05 15:29:26.152383,30.4278,-9.5981,27.06,28.08,59.0,1012.0,4.75,277.0,100.0,Clouds,overcast clouds,3.0,6.71,17.9,0.56,103.36,1.47,117.06,15.0,1.0,5.0,5.0,0
115,Casablanca,2026-05-05 15:29:09.382726,33.5731,-7.5898,20.01,19.35,49.0,1015.0,3.6,20.0,75.0,Clouds,broken clouds,3.0,4.29,8.71,0.44,118.26,3.79,106.78,15.0,1.0,5.0,5.0,1
115,Fes,2026-05-05 15:29:19.284883,34.0181,-5.0078,20.95,20.46,52.0,1013.0,4.12,320.0,40.0,Clouds,scattered clouds,2.0,2.16,3.91,0.18,79.66,0.34,95.15,15.0,1.0,5.0,5.0,2
115,Marrakech,2026-05-05 15:29:15.914657,31.6295,-7.9811,25.98,25.98,44.0,1012.0,2.06,0.0,40.0,Clouds,scattered clouds,2.0,4.08,12.08,0.27,79.55,0.95,94.72,15.0,1.0,5.0,5.0,3
115,Rabat,2026-05-05 15:29:12.582289,34.0209,-6.8416,21.37,20.76,46.0,1015.0,4.63,330.0,75.0,Clouds,broken clouds,3.0,4.2,7.02,0.63,114.54,4.03,107.78,15.0,1.0,5.0,5.0,4
115,Tanger,2026-05-05 15:29:22.674521,35.7595,-5.834,19.74,19.23,56.0,1015.0,5.66,300.0,40.0,Clouds,scattered clouds,3.0,1.89,4.46,0.45,111.18,1.27,114.51,15.0,1.0,5.0,5.0,5
116,Agadir,2026-05-05 16:29:46.767673,30.4278,-9.5981,25.06,25.08,56.0,1011.0,5.16,276.0,100.0,Clouds,overcast clouds,3.0,7.56,19.59,0.6,103.56,1.47,117.83,16.0,1.0,5.0,5.0,0
116,Casablanca,2026-05-05 16:29:29.448710,33.5731,-7.5898,19.01,18.22,48.0,1015.0,4.12,30.0,75.0,Clouds,broken clouds,3.0,4.54,8.93,0.5,119.99,4.35,105.94,16.0,1.0,5.0,5.0,1
116,Fes,2026-05-05 16:29:39.807375,34.0181,-5.0078,21.95,21.48,49.0,1012.0,3.6,330.0,40.0,Clouds,scattered clouds,2.0,2.09,3.69,0.22,79.66,0.3,94.44,16.0,1.0,5.0,5.0,2
116,Marrakech,2026-05-05 16:29:36.316398,31.6295,-7.9811,26.98,26.9,41.0,1011.0,2.06,0.0,40.0,Clouds,scattered clouds,2.0,3.6,10.74,0.29,75.3,0.89,92.83,16.0,1.0,5.0,5.0,3
116,Rabat,2026-05-05 16:29:32.967263,34.0209,-6.8416,19.37,18.8,55.0,1015.0,4.63,310.0,75.0,Clouds,broken clouds,3.0,4.04,6.77,0.69,115.31,4.01,107.16,16.0,1.0,5.0,5.0,4
116,Tanger,2026-05-05 16:29:43.316824,35.7595,-5.834,18.74,18.11,55.0,1015.0,5.66,290.0,40.0,Clouds,scattered clouds,3.0,1.84,4.23,0.44,111.17,1.19,114.32,16.0,1.0,5.0,5.0,5
117,Agadir,2026-05-05 17:30:07.834967,30.4278,-9.5981,26.06,26.06,51.0,1010.0,4.4,300.0,100.0,Clouds,overcast clouds,3.0,8.87,21.6,0.82,101.94,1.51,118.12,17.0,1.0,5.0,5.0,0
117,Casablanca,2026-05-05 17:29:49.958669,33.5731,-7.5898,18.95,18.26,52.0,1015.0,3.6,30.0,40.0,Clouds,scattered clouds,3.0,4.51,8.95,0.64,121.31,4.82,106.66,17.0,1.0,5.0,5.0,1
117,Fes,2026-05-05 17:30:00.461192,34.0181,-5.0078,20.95,20.46,52.0,1012.0,4.63,340.0,40.0,Clouds,scattered clouds,2.0,2.24,4.01,0.29,81.79,0.31,95.26,17.0,1.0,5.0,5.0,2
117,Marrakech,2026-05-05 17:29:56.978369,31.6295,-7.9811,27.98,27.39,36.0,1011.0,2.06,0.0,40.0,Clouds,scattered clouds,2.0,3.42,10.18,0.36,73.93,0.88,93.22,17.0,1.0,5.0,5.0,3
117,Rabat,2026-05-05 17:29:53.372139,34.0209,-6.8416,19.37,18.8,55.0,1015.0,4.12,330.0,95.0,Clouds,overcast clouds,3.0,3.73,6.48,0.91,115.34,4.03,107.49,17.0,1.0,5.0,5.0,4
117,Tanger,2026-05-05 17:30:04.148581,35.7595,-5.834,18.75,17.86,45.0,1014.0,5.66,300.0,75.0,Clouds,broken clouds,3.0,1.65,3.74,0.64,110.23,1.05,114.94,17.0,1.0,5.0,5.0,5
118,Agadir,2026-05-05 18:30:26.161194,30.4278,-9.5981,25.06,25.01,53.0,1010.0,4.19,316.0,100.0,Clouds,overcast clouds,3.0,8.7,20.86,0.75,102.89,1.56,117.32,18.0,1.0,5.0,5.0,0
118,Casablanca,2026-05-05 18:30:10.027587,33.5731,-7.5898,18.44,17.75,54.0,1015.0,4.12,30.0,40.0,Clouds,scattered clouds,3.0,3.75,8.6,1.14,118.06,5.07,109.07,18.0,1.0,5.0,5.0,1
118,Fes,2026-05-05 18:30:19.681525,34.0181,-5.0078,19.95,19.36,52.0,1013.0,5.14,340.0,75.0,Clouds,broken clouds,2.0,2.61,4.82,0.43,86.94,0.52,97.38,18.0,1.0,5.0,5.0,2
118,Marrakech,2026-05-05 18:30:16.477319,31.6295,-7.9811,25.98,25.98,36.0,1011.0,3.6,350.0,40.0,Clouds,scattered clouds,2.0,3.29,9.55,0.57,72.42,0.85,93.31,18.0,1.0,5.0,5.0,3
118,Rabat,2026-05-05 18:30:13.218890,34.0209,-6.8416,18.37,18.04,68.0,1015.0,4.63,340.0,97.0,Clouds,overcast clouds,3.0,2.91,5.73,1.81,110.64,3.99,110.54,18.0,1.0,5.0,5.0,4
118,Tanger,2026-05-05 18:30:22.894541,35.7595,-5.834,17.74,16.93,52.0,1014.0,5.14,290.0,75.0,Clouds,broken clouds,3.0,1.55,3.59,0.77,109.11,1.03,115.17,18.0,1.0,5.0,5.0,5
119,Agadir,2026-05-05 19:30:44.086528,30.4278,-9.5981,24.06,23.98,56.0,1010.0,2.95,333.0,100.0,Clouds,overcast clouds,3.0,7.63,18.63,0.56,107.37,1.68,116.03,19.0,1.0,5.0,5.0,0
119,Casablanca,2026-05-05 19:30:27.973588,33.5731,-7.5898,18.01,17.3,55.0,1015.0,4.12,20.0,40.0,Clouds,scattered clouds,3.0,3.16,8.09,1.6,112.31,4.79,109.4,19.0,1.0,5.0,5.0,1
119,Fes,2026-05-05 19:30:37.618604,34.0181,-5.0078,19.95,19.25,48.0,1014.0,4.12,340.0,75.0,Clouds,broken clouds,2.0,2.8,5.16,0.81,83.76,0.62,97.48,19.0,1.0,5.0,5.0,2
119,Marrakech,2026-05-05 19:30:34.449002,31.6295,-7.9811,24.98,24.4,33.0,1012.0,4.63,360.0,40.0,Clouds,scattered clouds,2.0,3.48,10.04,0.88,71.91,0.91,93.84,19.0,1.0,5.0,5.0,3
119,Rabat,2026-05-05 19:30:31.202103,34.0209,-6.8416,17.37,17.04,72.0,1015.0,3.6,340.0,75.0,Clouds,broken clouds,3.0,2.38,5.09,2.44,105.31,3.89,111.3,19.0,1.0,5.0,5.0,4
119,Tanger,2026-05-05 19:30:40.857601,35.7595,-5.834,17.77,16.96,52.0,1014.0,4.63,290.0,75.0,Clouds,broken clouds,3.0,1.46,3.48,0.85,107.51,1.02,115.22,19.0,1.0,5.0,5.0,5
120,Agadir,2026-05-05 20:31:03.574151,30.4278,-9.5981,21.06,20.79,60.0,1010.0,2.09,344.0,100.0,Clouds,overcast clouds,3.0,6.32,16.12,0.51,109.57,1.59,115.32,20.0,1.0,5.0,5.0,0
120,Casablanca,2026-05-05 20:30:47.003510,33.5731,-7.5898,18.01,17.51,63.0,1016.0,3.09,20.0,40.0,Clouds,scattered clouds,3.0,2.73,7.95,2.0,107.36,4.66,111.41,20.0,1.0,5.0,5.0,1
120,Fes,2026-05-05 20:30:57.039744,34.0181,-5.0078,17.95,17.34,59.0,1015.0,4.12,320.0,75.0,Clouds,broken clouds,2.0,3.01,5.53,1.31,78.43,0.62,98.65,20.0,1.0,5.0,5.0,2
120,Marrakech,2026-05-05 20:30:53.549575,31.6295,-7.9811,23.98,23.35,35.0,1013.0,3.6,330.0,40.0,Clouds,scattered clouds,2.0,3.95,11.46,1.26,72.33,1.04,96.15,20.0,1.0,5.0,5.0,3
120,Rabat,2026-05-05 20:30:50.271362,34.0209,-6.8416,17.37,16.91,67.0,1016.0,3.09,330.0,75.0,Clouds,broken clouds,3.0,2.09,4.76,2.74,101.34,3.85,113.17,20.0,1.0,5.0,5.0,4
120,Tanger,2026-05-05 20:31:00.318334,35.7595,-5.834,17.74,16.93,52.0,1015.0,4.12,290.0,75.0,Clouds,broken clouds,3.0,1.4,3.42,0.87,105.9,1.02,115.08,20.0,1.0,5.0,5.0,5
121,Agadir,2026-05-05 21:57:42.239708,30.4278,-9.5981,18.06,17.59,64.0,1011.0,1.87,82.0,77.0,Clouds,broken clouds,3.0,5.21,14.33,0.44,110.38,1.4,115.16,21.0,1.0,5.0,5.0,0
121,Casablanca,2026-05-05 21:57:25.506922,33.5731,-7.5898,16.84,16.33,67.0,1016.0,3.09,30.0,64.0,Clouds,broken clouds,3.0,2.48,7.92,2.17,103.56,4.56,113.34,21.0,1.0,5.0,5.0,1
121,Fes,2026-05-05 21:57:35.536233,34.0181,-5.0078,14.95,14.51,77.0,1015.0,4.12,300.0,40.0,Clouds,scattered clouds,2.0,3.11,5.75,1.66,74.29,0.59,99.74,21.0,1.0,5.0,5.0,2
121,Marrakech,2026-05-05 21:57:32.220360,31.6295,-7.9811,20.98,20.33,46.0,1013.0,4.63,360.0,40.0,Clouds,scattered clouds,2.0,4.27,12.5,1.48,73.26,1.16,98.32,21.0,1.0,5.0,5.0,3
121,Rabat,2026-05-05 21:57:28.983061,34.0209,-6.8416,16.37,15.81,67.0,1016.0,2.06,350.0,75.0,Clouds,broken clouds,2.0,1.99,4.67,2.73,98.83,3.78,114.78,21.0,1.0,5.0,5.0,4
121,Tanger,2026-05-05 21:57:38.758043,35.7595,-5.834,16.74,16.11,63.0,1015.0,3.6,270.0,0.0,Clear,clear sky,3.0,1.39,3.54,0.87,104.85,1.04,115.3,21.0,1.0,5.0,5.0,5
122,Agadir,2026-05-05 22:58:00.957856,30.4278,-9.5981,18.06,17.72,69.0,1012.0,2.89,115.0,76.0,Clouds,broken clouds,3.0,4.42,13.08,0.41,109.28,1.19,114.69,22.0,1.0,5.0,5.0,0
122,Casablanca,2026-05-05 22:57:44.656763,33.5731,-7.5898,16.84,16.33,67.0,1016.0,2.57,30.0,52.0,Clouds,broken clouds,2.0,2.39,8.01,2.24,99.22,4.2,113.37,22.0,1.0,5.0,5.0,1
122,Fes,2026-05-05 22:57:54.548072,34.0181,-5.0078,13.95,13.54,82.0,1015.0,2.57,300.0,40.0,Clouds,scattered clouds,2.0,3.07,5.67,1.94,68.5,0.55,98.79,22.0,1.0,5.0,5.0,2
122,Marrakech,2026-05-05 22:57:51.054127,31.6295,-7.9811,17.98,17.27,55.0,1014.0,4.63,20.0,40.0,Clouds,scattered clouds,2.0,4.38,12.93,1.59,72.79,1.25,98.43,22.0,1.0,5.0,5.0,3
122,Rabat,2026-05-05 22:57:47.856315,34.0209,-6.8416,16.37,15.94,72.0,1016.0,2.06,360.0,40.0,Clouds,scattered clouds,2.0,2.01,4.71,2.72,95.82,3.7,114.42,22.0,1.0,5.0,5.0,4
122,Tanger,2026-05-05 22:57:57.743628,35.7595,-5.834,16.77,16.25,67.0,1015.0,3.6,270.0,0.0,Clear,clear sky,3.0,1.49,3.97,1.05,103.14,1.06,115.59,22.0,1.0,5.0,5.0,5
123,Agadir,2026-05-05 23:58:19.786202,30.4278,-9.5981,17.06,16.7,72.0,1012.0,3.0,132.0,64.0,Clouds,broken clouds,3.0,3.81,11.95,0.38,107.7,1.01,114.75,23.0,1.0,5.0,5.0,0
123,Casablanca,2026-05-05 23:58:03.265204,33.5731,-7.5898,16.84,16.22,63.0,1016.0,2.57,40.0,48.0,Clouds,scattered clouds,2.0,2.47,8.39,2.21,96.86,3.7,114.51,23.0,1.0,5.0,5.0,1
123,Fes,2026-05-05 23:58:12.922448,34.0181,-5.0078,12.95,12.44,82.0,1015.0,2.57,290.0,40.0,Clouds,scattered clouds,2.0,3.05,5.62,2.15,65.13,0.54,98.68,23.0,1.0,5.0,5.0,2
123,Marrakech,2026-05-05 23:58:09.625397,31.6295,-7.9811,16.98,16.27,59.0,1014.0,3.6,30.0,40.0,Clouds,scattered clouds,2.0,4.5,13.34,1.7,73.32,1.3,99.43,23.0,1.0,5.0,5.0,3
123,Rabat,2026-05-05 23:58:06.437906,34.0209,-6.8416,16.37,15.94,72.0,1016.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,2.11,4.87,2.69,93.83,3.67,114.56,23.0,1.0,5.0,5.0,4
123,Tanger,2026-05-05 23:58:16.383246,35.7595,-5.834,15.74,15.38,77.0,1015.0,2.06,280.0,0.0,Clear,clear sky,3.0,1.67,4.69,1.26,101.33,1.07,116.03,23.0,1.0,5.0,5.0,5
124,Agadir,2026-05-06 00:58:38.638716,30.4278,-9.5981,17.06,16.86,78.0,1012.0,3.08,128.0,64.0,Clouds,broken clouds,3.0,3.35,11.03,0.34,106.81,0.9,115.34,0.0,2.0,6.0,5.0,0
124,Casablanca,2026-05-06 00:58:22.441919,33.5731,-7.5898,17.01,16.31,59.0,1015.0,2.06,40.0,54.0,Clouds,broken clouds,2.0,2.6,8.82,2.04,95.24,3.27,115.2,0.0,2.0,6.0,5.0,1
124,Fes,2026-05-06 00:58:32.188929,34.0181,-5.0078,11.95,11.47,87.0,1015.0,2.06,280.0,40.0,Clouds,scattered clouds,2.0,3.03,5.6,2.15,64.38,0.53,98.98,0.0,2.0,6.0,5.0,2
124,Marrakech,2026-05-06 00:58:28.917209,31.6295,-7.9811,15.98,15.17,59.0,1014.0,2.06,10.0,40.0,Clouds,scattered clouds,2.0,4.62,13.7,1.69,73.85,1.31,100.26,0.0,2.0,6.0,5.0,3
124,Rabat,2026-05-06 00:58:25.678201,34.0209,-6.8416,13.37,12.9,82.0,1015.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,2.24,5.06,2.54,92.2,3.59,114.34,0.0,2.0,6.0,5.0,4
124,Tanger,2026-05-06 00:58:35.396578,35.7595,-5.834,15.74,15.38,77.0,1014.0,1.54,170.0,0.0,Clear,clear sky,3.0,1.86,5.58,1.26,100.38,1.12,116.38,0.0,2.0,6.0,5.0,5
125,Agadir,2026-05-06 08:46:15.494529,30.4278,-9.5981,17.06,16.81,76.0,1012.0,2.12,114.0,23.0,Clouds,few clouds,2.0,4.04,13.73,0.74,94.42,1.54,113.7,8.0,2.0,6.0,5.0,0
125,Casablanca,2026-05-06 08:45:59.021036,33.5731,-7.5898,17.89,17.28,59.0,1013.0,1.54,40.0,40.0,Clouds,scattered clouds,2.0,4.37,12.72,2.73,81.66,2.26,115.04,8.0,2.0,6.0,5.0,1
125,Fes,2026-05-06 08:46:08.641501,34.0181,-5.0078,12.95,12.29,76.0,1013.0,1.54,310.0,75.0,Clouds,broken clouds,2.0,3.96,6.77,2.31,64.44,0.61,101.32,8.0,2.0,6.0,5.0,2
125,Marrakech,2026-05-06 08:46:05.428713,31.6295,-7.9811,13.98,13.31,72.0,1013.0,1.54,230.0,0.0,Clear,clear sky,2.0,5.52,14.86,4.19,64.19,1.25,102.29,8.0,2.0,6.0,5.0,3
125,Rabat,2026-05-06 08:46:02.201523,34.0209,-6.8416,15.37,15.42,94.0,1013.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,4.35,8.32,5.03,75.64,3.06,116.29,8.0,2.0,6.0,5.0,4
125,Tanger,2026-05-06 08:46:12.008473,35.7595,-5.834,15.74,15.25,72.0,1013.0,3.09,180.0,75.0,Clouds,broken clouds,2.0,3.01,8.84,4.19,79.06,1.56,123.91,8.0,2.0,6.0,5.0,5
126,Agadir,2026-05-06 09:46:34.184472,30.4278,-9.5981,19.06,18.82,69.0,1012.0,1.05,162.0,24.0,Clouds,few clouds,2.0,4.53,15.19,0.64,95.3,1.79,113.36,9.0,2.0,6.0,5.0,0
126,Casablanca,2026-05-06 09:46:17.621336,33.5731,-7.5898,17.39,16.78,61.0,1013.0,1.54,50.0,40.0,Clouds,scattered clouds,2.0,4.73,13.33,2.34,87.45,3.09,113.94,9.0,2.0,6.0,5.0,1
126,Fes,2026-05-06 09:46:27.335920,34.0181,-5.0078,13.95,13.25,71.0,1012.0,1.54,310.0,75.0,Clouds,broken clouds,2.0,3.69,6.75,1.6,67.75,0.59,99.98,9.0,2.0,6.0,5.0,2
126,Marrakech,2026-05-06 09:46:24.148742,31.6295,-7.9811,16.98,16.38,63.0,1012.0,1.03,0.0,0.0,Clear,clear sky,2.0,5.67,15.39,3.4,64.06,1.1,101.86,9.0,2.0,6.0,5.0,3
126,Rabat,2026-05-06 09:46:20.870650,34.0209,-6.8416,19.37,19.01,63.0,1013.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,4.57,8.79,4.13,81.21,3.81,115.07,9.0,2.0,6.0,5.0,4
126,Tanger,2026-05-06 09:46:30.803803,35.7595,-5.834,17.74,17.35,68.0,1013.0,3.6,190.0,75.0,Clouds,broken clouds,2.0,3.19,8.9,4.31,79.2,1.71,124.77,9.0,2.0,6.0,5.0,5
127,Agadir,2026-05-06 10:46:52.390501,30.4278,-9.5981,22.06,22.02,65.0,1011.0,1.8,228.0,30.0,Clouds,scattered clouds,2.0,5.15,17.01,0.49,97.83,2.03,113.32,10.0,2.0,6.0,5.0,0
127,Casablanca,2026-05-06 10:46:36.272728,33.5731,-7.5898,19.01,18.4,55.0,1013.0,2.06,360.0,40.0,Clouds,scattered clouds,3.0,4.36,11.96,1.22,105.06,4.19,112.31,10.0,2.0,6.0,5.0,1
127,Fes,2026-05-06 10:46:45.954859,34.0181,-5.0078,15.95,15.25,63.0,1012.0,1.03,0.0,75.0,Clouds,broken clouds,2.0,3.17,6.17,0.32,88.84,0.85,98.28,10.0,2.0,6.0,5.0,2
127,Marrakech,2026-05-06 10:46:42.731762,31.6295,-7.9811,17.98,17.37,59.0,1012.0,1.54,130.0,0.0,Clear,clear sky,2.0,4.04,11.67,0.67,70.22,0.78,95.89,10.0,2.0,6.0,5.0,3
127,Rabat,2026-05-06 10:46:39.480700,34.0209,-6.8416,18.37,18.04,68.0,1013.0,0.0,0.0,40.0,Clouds,scattered clouds,3.0,4.26,8.3,1.84,101.67,4.3,112.45,10.0,2.0,6.0,5.0,4
127,Tanger,2026-05-06 10:46:49.153195,35.7595,-5.834,18.74,18.45,68.0,1013.0,3.6,220.0,75.0,Clouds,broken clouds,2.0,3.07,8.76,2.2,99.36,2.28,120.1,10.0,2.0,6.0,5.0,5
128,Agadir,2026-05-06 11:47:10.906380,30.4278,-9.5981,24.06,24.17,63.0,1011.0,3.16,258.0,45.0,Clouds,scattered clouds,3.0,5.91,18.88,0.37,100.37,2.19,113.29,11.0,2.0,6.0,5.0,0
128,Casablanca,2026-05-06 11:46:54.714159,33.5731,-7.5898,20.01,19.42,52.0,1013.0,2.06,20.0,40.0,Clouds,scattered clouds,3.0,4.55,11.77,0.75,111.1,4.12,110.42,11.0,2.0,6.0,5.0,1
128,Fes,2026-05-06 11:47:04.386629,34.0181,-5.0078,16.95,16.35,63.0,1012.0,1.54,0.0,75.0,Clouds,broken clouds,2.0,2.69,5.14,0.2,87.75,0.71,96.08,11.0,2.0,6.0,5.0,2
128,Marrakech,2026-05-06 11:47:01.144174,31.6295,-7.9811,18.98,18.37,55.0,1012.0,1.54,0.0,0.0,Clear,clear sky,2.0,3.47,10.26,0.39,68.21,0.7,94.07,11.0,2.0,6.0,5.0,3
128,Rabat,2026-05-06 11:46:57.902533,34.0209,-6.8416,20.37,19.92,56.0,1013.0,3.09,290.0,40.0,Clouds,scattered clouds,3.0,4.65,8.65,1.01,109.62,4.03,110.52,11.0,2.0,6.0,5.0,4
128,Tanger,2026-05-06 11:47:07.660993,35.7595,-5.834,18.74,18.45,68.0,1012.0,4.63,240.0,75.0,Clouds,broken clouds,3.0,3.18,8.69,1.61,103.4,2.02,119.28,11.0,2.0,6.0,5.0,5
129,Agadir,2026-05-06 14:51:22.775083,30.4278,-9.5981,25.14,25.07,52.0,1009.0,5.94,288.0,75.0,Clouds,broken clouds,3.0,5.45,14.38,0.22,108.69,1.81,113.75,14.0,2.0,6.0,5.0,0
129,Casablanca,2026-05-06 14:51:05.969810,33.5731,-7.5898,20.28,19.7,51.0,1012.0,3.6,330.0,40.0,Clouds,scattered clouds,3.0,4.09,9.92,0.51,114.92,4.48,108.88,14.0,2.0,6.0,5.0,1
129,Fes,2026-05-06 14:51:15.967149,34.0181,-5.0078,20.95,20.46,52.0,1010.0,4.12,0.0,75.0,Clouds,broken clouds,2.0,2.46,4.35,0.2,86.63,0.58,95.36,14.0,2.0,6.0,5.0,2
129,Marrakech,2026-05-06 14:51:12.607651,31.6295,-7.9811,22.98,22.53,46.0,1009.0,2.57,0.0,40.0,Clouds,scattered clouds,2.0,1.83,5.87,0.25,64.59,0.68,95.2,14.0,2.0,6.0,5.0,3
129,Rabat,2026-05-06 14:51:09.310716,34.0209,-6.8416,21.37,21.13,60.0,1012.0,3.6,270.0,40.0,Clouds,scattered clouds,3.0,3.87,7.37,0.59,113.95,3.3,110.13,14.0,2.0,6.0,5.0,4
129,Tanger,2026-05-06 14:51:19.357720,35.7595,-5.834,19.74,19.55,68.0,1012.0,4.63,250.0,40.0,Clouds,scattered clouds,3.0,2.58,6.59,0.56,108.39,1.35,118.31,14.0,2.0,6.0,5.0,5
130,Agadir,2026-05-06 15:51:41.791287,30.4278,-9.5981,26.06,26.06,50.0,1008.0,6.35,298.0,82.0,Clouds,broken clouds,3.0,4.35,11.43,0.21,109.31,1.46,113.12,15.0,2.0,6.0,5.0,0
130,Casablanca,2026-05-06 15:51:25.312504,33.5731,-7.5898,21.01,20.37,46.0,1011.0,3.6,350.0,40.0,Clouds,scattered clouds,3.0,3.65,9.03,0.57,113.08,4.33,108.28,15.0,2.0,6.0,5.0,1
130,Fes,2026-05-06 15:51:35.143788,34.0181,-5.0078,20.95,20.38,49.0,1009.0,4.12,300.0,40.0,Clouds,scattered clouds,2.0,2.32,3.85,0.24,86.08,0.6,95.27,15.0,2.0,6.0,5.0,2
130,Marrakech,2026-05-06 15:51:31.802122,31.6295,-7.9811,24.98,24.68,44.0,1008.0,4.12,250.0,40.0,Clouds,scattered clouds,2.0,1.77,5.46,0.26,67.04,0.7,95.42,15.0,2.0,6.0,5.0,3
130,Rabat,2026-05-06 15:51:28.586394,34.0209,-6.8416,20.37,20.13,64.0,1011.0,3.6,310.0,40.0,Clouds,scattered clouds,3.0,3.58,6.86,0.61,113.02,3.13,110.16,15.0,2.0,6.0,5.0,4
130,Tanger,2026-05-06 15:51:38.399247,35.7595,-5.834,19.74,19.34,60.0,1011.0,4.63,290.0,40.0,Clouds,scattered clouds,3.0,2.52,6.25,0.57,108.98,1.24,118.0,15.0,2.0,6.0,5.0,5
131,Agadir,2026-05-06 16:52:36.661609,30.4278,-9.5981,26.06,26.06,50.0,1008.0,7.05,308.0,85.0,Clouds,overcast clouds,3.0,3.18,8.76,0.22,110.22,1.14,113.37,16.0,2.0,6.0,5.0,0
131,Casablanca,2026-05-06 16:51:47.744491,33.5731,-7.5898,20.0,19.62,60.0,1011.0,4.12,350.0,75.0,Clouds,broken clouds,3.0,3.21,8.21,0.72,111.96,4.24,109.79,16.0,2.0,6.0,5.0,1
131,Fes,2026-05-06 16:52:28.415396,34.0181,-5.0078,19.95,19.36,52.0,1009.0,3.6,350.0,40.0,Clouds,scattered clouds,2.0,2.4,3.98,0.35,86.98,0.73,96.0,16.0,2.0,6.0,5.0,2
131,Marrakech,2026-05-06 16:52:25.221349,31.6295,-7.9811,23.98,23.56,43.0,1008.0,1.54,0.0,40.0,Clouds,scattered clouds,2.0,1.78,5.27,0.31,70.43,0.74,96.79,16.0,2.0,6.0,5.0,3
131,Rabat,2026-05-06 16:51:51.042826,34.0209,-6.8416,20.37,20.13,64.0,1011.0,4.12,320.0,40.0,Clouds,scattered clouds,3.0,3.32,6.45,0.82,111.95,3.13,110.96,16.0,2.0,6.0,5.0,4
131,Tanger,2026-05-06 16:52:33.008358,35.7595,-5.834,18.74,18.45,68.0,1010.0,5.66,280.0,0.0,Clear,clear sky,3.0,2.51,5.96,0.61,110.31,1.16,117.74,16.0,2.0,6.0,5.0,5
132,Agadir,2026-05-06 17:52:57.869624,30.4278,-9.5981,25.06,24.95,51.0,1008.0,8.97,324.0,86.0,Clouds,overcast clouds,3.0,2.39,7.21,0.24,111.43,0.88,114.23,17.0,2.0,6.0,5.0,0
132,Casablanca,2026-05-06 17:52:39.942471,33.5731,-7.5898,20.0,19.62,60.0,1011.0,3.6,30.0,75.0,Clouds,broken clouds,3.0,2.91,7.77,0.91,110.21,4.19,111.21,17.0,2.0,6.0,5.0,1
132,Fes,2026-05-06 17:52:50.591777,34.0181,-5.0078,20.95,20.38,49.0,1009.0,3.09,330.0,40.0,Clouds,scattered clouds,2.0,2.57,4.37,0.53,88.1,0.96,97.05,17.0,2.0,6.0,5.0,2
132,Marrakech,2026-05-06 17:52:47.115689,31.6295,-7.9811,23.98,23.5,41.0,1008.0,1.54,0.0,75.0,Clouds,broken clouds,2.0,1.86,5.34,0.38,73.42,0.81,98.07,17.0,2.0,6.0,5.0,3
132,Rabat,2026-05-06 17:52:43.422262,34.0209,-6.8416,20.37,20.13,64.0,1011.0,3.6,320.0,40.0,Clouds,scattered clouds,3.0,3.04,6.09,1.18,109.87,3.16,112.44,17.0,2.0,6.0,5.0,4
132,Tanger,2026-05-06 17:52:54.173698,35.7595,-5.834,18.74,18.55,72.0,1010.0,5.66,280.0,0.0,Clear,clear sky,3.0,2.49,5.72,0.72,111.46,1.09,117.27,17.0,2.0,6.0,5.0,5
133,Agadir,2026-05-06 20:37:30.738682,30.4278,-9.5981,20.06,19.71,61.0,1009.0,4.73,340.0,12.0,Clouds,few clouds,3.0,1.41,5.5,0.27,112.99,0.47,116.3,20.0,2.0,6.0,5.0,0
133,Casablanca,2026-05-06 20:37:14.688998,33.5731,-7.5898,18.01,17.64,68.0,1012.0,3.6,40.0,75.0,Clouds,broken clouds,3.0,2.52,7.61,1.81,101.67,4.03,115.11,20.0,2.0,6.0,5.0,1
133,Fes,2026-05-06 20:37:24.315823,34.0181,-5.0078,18.95,18.26,52.0,1011.0,2.57,320.0,40.0,Clouds,scattered clouds,2.0,2.92,5.43,1.36,83.09,1.14,100.63,20.0,2.0,6.0,5.0,2
133,Marrakech,2026-05-06 20:37:21.042434,31.6295,-7.9811,21.98,21.43,46.0,1009.0,4.12,330.0,75.0,Clouds,broken clouds,2.0,2.35,7.12,1.15,81.11,0.93,102.53,20.0,2.0,6.0,5.0,3
133,Rabat,2026-05-06 20:37:17.874927,34.0209,-6.8416,17.37,17.3,82.0,1012.0,2.57,340.0,40.0,Clouds,scattered clouds,2.0,2.24,4.79,2.49,99.26,3.03,116.24,20.0,2.0,6.0,5.0,4
